x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Manoj Kumar,"53,615",35.1%,Bharatiya Janta Party
2,2,Doctor Ranvijay Kumar,"45,943",30.0%,Janata Dal (United)
3,3,Suresh Prasad Yadav,"18,951",12.4%,Communist Party Of India
4,4,Akshay Kumar,"6,743",4.4%,Bahujan Samaj Party
5,5,Ranvijay Kumar,"5,240",3.4%,Shiv Sena
6,6,Ram Ayodhya Prasad Yadav,"4,235",2.8%,Samajwadi Party
7,7,Dudhamohan Yadav,"1,635",1.1%,Independent
8,8,Sanjeet Kumar,"1,621",1.1%,Independent
9,9,Md. Ekalakh Khan,"1,563",1.0%,Sarvajan Kalyan Loktantrik Party
10,10,Awadhesh Kumar,"1,561",1.0%,Independent
11,11,Rajesh Kumar (JALPURA),"1,484",1.0%,Independent
12,12,Chitranjan Sharma,"1,407",0.9%,Independent
13,13,Rajesh Kumar (AKAUNA),"1,341",0.9%,Independent
14,14,Shayam Sunder,"1,256",0.8%,Jan Adhikar Party (Loktantrik)
15,15,Sanjay Kumar,"1,240",0.8%,Independent
16,16,Shrikant Sharma,"1,216",0.8%,Independent
17,17,Reeta Devi,956,0.6%,Independent
18,18,Jimedar Singh,572,0.4%,Samras Samaj Party
19,19,Suresh Paswan,567,0.4%,Independent
20,20,Abhiram Priyadarshi,439,0.3%,Independent
21,21,Hari Prasad Singh,403,0.3%,Akhil Hind Forward Block
