x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Bhawana Jha,"55,978",41.5%,Indian National Congress
2,2,Vinod Narain Jha,"51,244",38.0%,Bharatiya Janta Party
3,3,Kripanand Jha,"9,758",7.2%,Communist Party Of India
4,4,Vinodanad Kamat,"2,825",2.1%,Independent
5,5,Lalan Kishor Jha,"2,580",1.9%,Independent
6,6,Mishri Lal Yadav,"2,011",1.5%,Bahujan Samaj Party
7,7,Rakesh Singh,"1,878",1.4%,Independent
8,8,Md. Akhtar Hussain,"1,387",1.0%,Samajwadi Party
9,9,Laxmi Kant Jha,"1,195",0.9%,Independent
10,10,Ganesh Mishra,"1,004",0.7%,Independent
11,11,Kailash Sharma,713,0.5%,Independent
12,12,Digvijay Narayan Yadav,645,0.5%,Sankhyanupati Bhagidari Party
13,13,Ganesh Pandey,579,0.4%,Aarakshan Virodhi Party
14,14,Ram Lakhan Ram,532,0.4%,Bhartiya Jagran Party
15,15,Ram Naresh Thakur,521,0.4%,Vanchitsamaj Insaaf Party
16,16,Yogesh Kumar Shukla,492,0.4%,Akhil Bharat Hindu Mahasabha
