x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Anant Kumar Singh,1653,"54,005",37.4%,Independent,
2,2,Neeraj Kumar,1653,"35,657",24.7%,Janata Dal (United),
3,3,Lalan Singh,320,"16,655",11.5%,Jan Adhikar Party (Loktantrik),
4,4,Kanhaiya Kumar Singh,296,"15,472",10.7%,Lok Jan Shakti Party,
5,5,Deo Narayan Prasad Singh,126,"3,212",2.2%,Samajwadi Party,
6,6,Raju Prasad,126,"2,793",1.9%,Communist Party Of India,
7,7,Rajesh Kumar Ratnakar,126,"2,738",1.9%,Independent,
8,8,Anjani Kumar Sinha,116,"1,942",1.3%,Independent,
9,9,Rakesh Kumar,116,"1,582",1.1%,Bhartiya Lokmat Rashtrwadi Party,
10,10,Shyam Nandan Prasad,116,"1,582",1.1%,International Party,
11,11,Bijendra Kumar,116,"1,555",1.1%,Independent,
12,12,Kumar Navneet Himanshu,116,"1,525",1.1%,Independent,
13,13,Ramkishan,103,"1,077",0.7%,Bahujan Samaj Party,
14,14,Nageshwar Mahto,103,826,0.6%,Independent,
15,15,Ajay Mahto,103,772,0.5%,Janhit Dal,
