x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Ajay Kumar Mandal,13000,"66,485",39.2%,Janata Dal (United),
2,2,Amar Nath Prasad Alies Amar Singh Kushwaha,13000,"58,660",34.6%,Lok Jan Shakti Party,
3,3,Abu Qaiser,200,"8,725",5.1%,Jan Adhikar Party (Loktantrik),
4,4,Om Prakash Yadav,200,"7,420",4.4%,Independent,
5,5,Manohar Kumar Mandal,200,"5,682",3.4%,Communist Party Of India (MARXIST),
6,6,Sanjay Kumar Alies Pappu Yadav,200,"4,460",2.6%,Independent,
7,7,Diwakar Chandra Dubey,200,"2,534",1.5%,Samajwadi Party,
8,8,Birendra Prasad Singh,200,"2,342",1.4%,Bhartiya Jan Hitkari Party,
9,9,Sandip Kumar Sharma,200,"1,873",1.1%,Garib Janta Dal (Secular),
10,10,Mohammad Rijbi,200,"1,357",0.8%,Bahujan Samaj Party,
11,11,Upender Mandal,200,"1,110",0.7%,National Tiger Party,
12,12,Deepak Kumar,200,983,0.6%,Socialist Unity Centre Of India (COMMUNIST),
13,13,Upendra Prasad Das,200,959,0.6%,Sarvajan Kalyan Loktantrik Party,
